source_id,ra,dec,nss_solution_type,label_crossmatch,period,eccentricity,inclination,parallax_over_error,ruwe,astrometric_chi2_al,astrometric_excess_noise,visibility_periods_used,phot_g_mean_mag,arg_periastron_sin,arg_periastron_cos
5504982251847547904,106.33060348796394,-50.82619204867793,SB1,0,645.2538698563791,0.0774938415421166,0.0,47.235283,1.3211193,2071.8887,0.17468509,28.0,11.2483225,0.8862051100893785,-0.4632931068464892
5450750833671303680,162.10892020379663,-32.48160959568613,SB1,0,571.3604832756587,0.2199424729857849,0.0,21.790707,1.2588316,950.211,0.0862471,19.0,12.136061,0.19861408642946293,-0.9800777748075863
5423031076089613952,142.65700391249052,-45.27052808372282,SB1,0,194.8528106573232,0.2599000894215013,0.0,30.090298,1.2431235,1119.0486,0.12051057,27.0,12.457253,-0.9998330493395448,0.018272204256393546
4340063907150391552,253.80096340925496,-7.714720231951683,SB1,0,484.7684726000688,0.1113726672302184,0.0,23.618889,0.912409,1800.3535,0.14091265,20.0,10.55315,0.9819619939554368,-0.18907840285728753
5341361620121698688,178.02902628637315,-59.736557464084655,SB1,0,129.6425868994903,0.1738292425772766,0.0,42.105038,1.0484216,1440.9943,0.14230646,27.0,11.525175,0.9295077955273856,0.36880246481527196
5341402924866080256,178.23513677255548,-59.16470918267931,EclipsingBinary,0,2.1220405101776123,0.0,89.94070280210411,21.590097,0.9908392,456.05322,0.0,28.0,15.278395,0.0,1.0
5945662767061198848,267.5558418202557,-51.05295006165144,SB1,0,1.7869790152941554,0.0420382929549262,0.0,170.46681,0.8851091,729.0622,0.07828819,16.0,10.335948,0.5731848749775355,0.8194260790925482
941811050123003648,98.37990808402982,35.45321092427743,EclipsingBinary,0,0.397921621799469,0.0,62.77969741655054,83.74518,1.0071607,381.94977,0.073349364,17.0,12.772828,0.0,1.0
4879078695024244480,68.93220932081265,-28.91471913083674,EclipsingBinary,0,0.9075704216957092,0.0,71.778457987664,109.25866,0.970148,1480.121,0.11384777,28.0,11.556472,0.0,1.0
2023125897940600576,290.9160455766962,24.99579922704153,SB1,0,2.9094157326604293,0.7391080066122021,0.0,49.062183,1.1562037,2812.932,0.17006873,28.0,11.601622,-0.999407208224185,0.034427200721817694
2084719817743102848,305.33818977140544,49.24617638072767,EclipsingBinary,0,0.3772172033786773,0.0,89.81036230217276,54.914925,1.0270256,347.3833,0.0,25.0,14.523617,0.0,1.0
5340713492372697344,167.55435050687578,-57.12342394167999,SB1,0,0.3901982363708876,0.1296377735350974,0.0,63.15879,0.96640646,604.0663,0.054625317,27.0,12.366729,-0.9703928099847046,0.24153218073372576
1870840170212592768,313.05282073371325,36.89941143365324,SB1,0,100.00125884509124,0.3480188508026526,0.0,71.23025,0.89645606,922.8656,0.073737115,28.0,10.962405,-0.8074260864042614,0.5899687406921643
3818848735057309696,167.75400669838317,8.305834539323836,SB1,0,4.172965929925343,0.0291684569773821,0.0,68.18085,0.94953334,285.31726,0.061906338,14.0,12.570876,-0.15605394890344174,0.9877485332976415
